timestamp,gpu_temp_c,gpu_power_w,gpu_power_instant_w,gpu_util_pct,gpu_mem_util_pct,gpu_clock_mhz,gpu_vid_clock_mhz,gpu_sm_clock_mhz,gpu_max_clock_mhz,gpu_tlimit_c,gpu_pstate,gpu_throttle_reasons,gpu_hw_thermal_throttle,gpu_hw_slowdown,gpu_sw_power_cap,gpu_idle,gpu_power_brake,pcie_gen,pcie_width,thermal_zone0_c,thermal_zone1_c,thermal_zone2_c,thermal_zone3_c,thermal_zone4_c,thermal_zone5_c,thermal_zone6_c,fan_state,fan_power_uw,nvme_temp_c,nvme_temp2_c,nvme_temp_alarm,nic0_temp_c,nic1_temp_c,nic2_temp_c,nic3_temp_c,wifi_temp_c,cpu_big_avg_mhz,cpu_little_avg_mhz,cpu_user,cpu_system,cpu_idle,cpu_iowait,context_switches,procs_running,procs_blocked,cpu_throttle_max,mem_used_kb,mem_available_kb,mem_cached_kb,mem_dirty_kb,mem_anon_kb,mem_file_hugepages_kb,swap_used_kb,net_rx_bytes,net_tx_bytes,load_avg_1m,psi_cpu_avg10,psi_mem_some_avg10,psi_mem_full_avg10,psi_io_some_avg10,nvme_read_ios,nvme_write_ios,nvme_read_sectors,nvme_write_sectors,nvme_io_in_progress,pgmajfault,pgfault
2026-03-28T15:49:17-07:00,54,13.83,13.97,6,0,2398,2067,2398,3003,42,P0,0x0000000000000000,0,0,0,0,0,1,1,75.9,62.3,72.3,61.7,75.9,55.8,63.9,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3019332,1270895,41515686,155762,261863098,11,0,0,18721484,106721384,26142632,1752,6210540,0,2237144,53385047272,1496755570,3.13,0.38,0.00,0.00,0.16,3866453,1445030,515782064,233111594,0,1501880,3204330198
2026-03-28T15:49:19-07:00,54,14.05,14.82,6,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,79.9,62.7,73.1,62.1,79.9,55.8,63.5,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3020131,1271147,41517108,155787,261898036,9,0,0,20271380,105171488,26187628,1884,6959268,0,2237140,53385152192,1496845328,3.13,0.68,0.00,0.00,0.13,3866464,1445119,515784632,233116330,0,1501886,3205222756
2026-03-28T15:49:20-07:00,54,13.98,14.63,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,76.0,63.4,73.1,62.8,76.0,55.8,63.9,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3021103,1271386,41518305,155814,261918493,9,0,0,21640000,103802868,26188580,1764,8141764,0,2235064,53385228507,1496917375,3.60,0.92,0.00,0.00,0.11,3866475,1445122,515786712,233116378,0,1501973,3206409204
2026-03-28T15:49:21-07:00,54,14.23,15.05,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,75.8,62.9,74.9,62.4,75.8,56.4,63.8,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3021951,1271646,41519750,155840,261956922,11,0,0,23846216,101596652,26233104,1772,8870476,0,2235056,53385291552,1497001832,3.60,0.92,0.00,0.00,0.11,3866491,1445160,515789320,233117706,0,1501983,3207364470
2026-03-28T15:49:23-07:00,54,13.94,14.95,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,79.9,62.8,73.7,62.7,79.9,56.7,64.2,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3022856,1271871,41521200,155877,261974345,7,0,0,24963900,100478968,26233616,1772,9900144,0,2235056,53385343949,1497061971,3.60,0.75,0.00,0.00,0.09,3866495,1445160,515790344,233117706,0,1501985,3208529431
2026-03-28T15:49:24-07:00,54,14.17,13.66,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,80.8,62.9,73.8,62.4,80.8,56.7,63.6,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3023646,1272100,41522507,155904,262009566,11,0,0,27031888,98410980,26277076,116,10520516,0,2235056,53385401845,1497116173,3.60,0.61,0.00,0.00,0.25,3866498,1445231,515790864,233119042,0,1501987,3209432881
2026-03-28T15:49:25-07:00,54,13.94,14.62,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,81.2,63.1,73.5,62.6,81.2,56.7,66.0,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,52.0,3900,2808,3024500,1272306,41523806,155933,262024174,12,0,0,27861136,97581732,26291320,120,11272876,0,2235056,53385411609,1497153569,4.19,0.61,0.00,0.00,0.25,3866636,1445231,515826000,233119042,0,1501992,3210457611
2026-03-28T15:49:26-07:00,54,13.98,14.91,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,81.4,63.2,73.7,62.8,81.4,56.7,67.2,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3025371,1272520,41525135,155945,262039329,11,0,0,28919620,96523248,26373308,204,12030160,0,2235048,53385418110,1497192878,4.19,0.50,0.00,0.00,0.20,3867290,1445233,515992528,233119218,0,1501995,3211519404
2026-03-28T15:49:27-07:00,54,13.97,14.86,7,0,2398,2067,2398,3003,41,P0,0x0000000000000000,0,0,0,0,0,1,1,81.6,63.6,73.7,63.0,81.7,56.7,67.6,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,54.0,3900,2808,3026267,1272735,41526488,155976,262054969,11,0,0,29988848,95454020,26394584,208,12844868,0,2235044,53385427661,1497234580,4.19,0.50,0.00,0.00,0.20,3867448,1445233,516032008,233119218,0,1501999,3212617583
2026-03-28T15:49:29-07:00,54,13.96,14.55,8,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,81.8,63.8,73.8,63.2,81.8,56.7,67.7,2,5000,47.8,47.8,0,55.0,55.0,55.0,55.0,54.0,3900,2808,3027173,1272961,41527862,155993,262071679,10,0,0,30927464,94515404,26444612,208,13605960,0,2235032,53385435134,1497272100,4.19,0.41,0.00,0.00,0.17,3867857,1445233,516133648,233119218,0,1502013,3213708561
2026-03-28T15:49:30-07:00,54,14.08,15.23,9,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,81.8,63.8,73.9,63.3,81.8,56.7,67.7,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,54.0,3900,2808,3028065,1273178,41529209,156027,262087372,11,0,0,31942384,93500484,26463204,216,14421840,0,2235032,53385445411,1497315995,4.82,0.33,0.00,0.00,0.13,3867996,1445233,516168792,233119218,0,1502014,3214802176
2026-03-28T15:49:31-07:00,54,14.02,14.62,9,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,81.8,64.0,74.1,63.6,81.8,56.7,67.9,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,52.0,3900,2808,3028933,1273394,41530538,156031,262103039,11,0,0,33111992,92330876,26548336,224,15217688,0,2235008,53385471044,1497351927,4.82,0.33,0.00,0.00,0.13,3868666,1445235,516338536,233119266,0,1502018,3215870824
2026-03-28T15:49:32-07:00,55,14.04,15.28,8,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,82.0,64.0,74.4,63.6,82.0,56.9,67.8,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,52.0,3900,2808,3029803,1273613,41531872,156042,262118872,11,0,0,34202248,91240620,26609312,224,15940820,0,2235004,53385479786,1497390651,4.82,0.27,0.00,0.00,0.11,3869160,1445235,516464080,233119266,0,1502022,3216953430
2026-03-28T15:49:34-07:00,55,14.05,14.90,9,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,82.0,64.1,74.5,63.7,82.0,57.1,67.9,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,54.0,3900,2808,3030631,1273853,41533191,156057,262136840,10,0,0,34500944,90941924,26894212,228,15838912,0,2235004,53385518288,1497431088,4.82,0.27,0.00,0.00,0.11,3871621,1445235,517060944,233119266,0,1502143,3218144967
2026-03-28T15:49:35-07:00,55,17.39,17.69,9,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,82.3,65.2,75.4,64.6,82.3,57.5,68.2,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,54.0,3900,2808,3031592,1274082,41534402,156077,262169013,12,1,0,35596860,89846008,26984648,228,16602108,0,2235000,53385525529,1497462671,4.82,0.22,0.00,0.00,0.09,3872217,1445235,517201936,233119266,0,1502233,3219109322
2026-03-28T15:49:36-07:00,56,17.40,17.58,69,0,2398,2067,2398,3003,40,P0,0x0000000000000000,0,0,0,0,0,1,1,82.6,65.7,76.5,64.9,82.6,57.7,68.3,2,5000,47.8,47.8,0,56.0,56.0,56.0,56.0,54.0,3900,2808,3032549,1274305,41535603,156086,262200619,13,1,0,36804660,88638208,27073964,228,17366352,0,2234996,53385533600,1497503005,5.31,0.36,0.00,0.00,0.07,3872924,1445237,517378520,233119322,0,1502279,3220068471
2026-03-28T15:49:37-07:00,56,18.16,18.14,69,0,2398,2067,2398,3003,39,P0,0x0000000000000000,0,0,0,0,0,1,1,82.7,65.8,77.0,64.9,82.7,57.9,68.2,2,5000,48.8,47.8,0,56.0,56.0,56.0,56.0,0.0,3900,2808,3033500,1274525,41536787,156102,262231934,25,1,0,38095508,87347360,27130660,228,18038904,0,2234992,53385547147,1497537511,5.31,0.36,0.00,0.00,0.07,3873378,1445237,517494472,233119322,0,1502284,3221021237
2026-03-28T15:49:39-07:00,56,18.92,19.81,69,0,2398,2067,2398,3003,39,P0,0x0000000000000000,0,0,0,0,0,1,1,83.0,65.9,76.2,65.1,83.0,58.5,68.5,2,5000,47.8,48.8,0,56.0,56.0,56.0,56.0,0.0,3900,2808,3034529,1274761,41538046,156129,262265723,9,2,0,39442280,86000588,27248308,232,18759576,0,2234992,53385554891,1497580449,5.31,0.48,0.00,0.00,0.06,3874270,1445237,517721568,233119322,0,1502291,3222017331
2026-03-28T15:49:40-07:00,56,19.60,20.00,68,0,2398,2067,2398,3003,39,P0,0x0000000000000000,0,0,0,0,0,1,1,83.4,65.8,76.3,65.0,83.4,58.7,68.6,2,5000,48.8,48.8,0,56.0,56.0,56.0,56.0,54.0,3900,2808,3035496,1274982,41539235,156142,262299067,12,0,0,40888252,84554616,27306396,220,19484848,0,2234992,53385580573,1497627256,5.31,0.48,0.00,0.00,0.23,3874750,1445238,517844384,233119362,0,1502298,3222994728
