config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
90012dc83b30,Qwen/Qwen3.5-4B,none,16,512,,,,,,,,,,,,,,,,failed,2026-03-28T23:22:44.083791+00:00
ac88848484e8,Qwen/Qwen3.5-0.8B,none,1,128,0.0012799149853963824,4.065588352168114,11.24923486856744,1.4976358248944417,17.39275,46.3,2400.1,59.97,50.1,282.47147976739944,0.0012499149853963823,3e-05,47.85,10.06,,discarded,2026-03-28T23:23:23.022590+00:00
0d0723174ea0,Qwen/Qwen3.5-0.8B,none,8,2048,9.938174407572747e-05,4.065588352168114,0.6244356966815473,27.019485380789042,17.3965,46.3,2400.1,60.03,50.2,15.58349496133946,6.938174407572747e-05,3e-05,47.85,10.06,,discarded,2026-03-28T23:23:23.026339+00:00
84a79b40208e,Qwen/Qwen3.5-0.8B,none,2,128,0.000701664499518867,4.065588352168114,6.044980495669803,2.7996883704809767,17.433658536585366,47.048780487804876,2400.048780487805,58.8,49.2,137.8361174204408,0.000671664499518867,3e-05,47.85,10.06,,discarded,2026-03-28T23:23:23.943777+00:00
d71bc3143dc0,Qwen/Qwen3.5-0.8B,none,8,512,0.00010540153283562393,4.065588352168114,0.6786137955206154,25.05715728170907,17.456829268292683,47.09756097560975,2400.048780487805,54.05,45.2,16.426527869143115,7.540153283562394e-05,3e-05,47.85,10.06,0,completed,2026-03-28T23:23:24.351432+00:00
5caefaff449b,Qwen/Qwen3.5-4B,none,16,512,,,,,,,,,,,,,,,,failed,2026-03-28T23:24:00.093570+00:00
6c98d39dc932,Qwen/Qwen3.5-4B,none,16,2048,,,,,,,,,,,,,,,,failed,2026-03-28T23:24:00.539716+00:00
2282a8f927eb,Qwen/Qwen3.5-4B,none,4,128,,,,,,,,,,,,,,,,failed,2026-03-28T23:24:00.705295+00:00
7e5dade1c160,Qwen/Qwen3.5-4B,none,4,256,,,,,,,,,,,,,,,,failed,2026-03-28T23:24:01.391462+00:00
8bf0d6118406,Qwen/Qwen3.5-9B,none,16,1024,,,,,,,,,,,,,,,,failed,2026-03-28T23:25:52.702718+00:00
