timestamp,gpu_temp_c,gpu_power_w,gpu_power_instant_w,gpu_util_pct,gpu_mem_util_pct,gpu_clock_mhz,gpu_vid_clock_mhz,gpu_sm_clock_mhz,gpu_max_clock_mhz,gpu_tlimit_c,gpu_pstate,gpu_throttle_reasons,gpu_hw_thermal_throttle,gpu_hw_slowdown,gpu_sw_power_cap,gpu_idle,gpu_power_brake,pcie_gen,pcie_width,thermal_zone0_c,thermal_zone1_c,thermal_zone2_c,thermal_zone3_c,thermal_zone4_c,thermal_zone5_c,thermal_zone6_c,fan_state,fan_power_uw,nvme_temp_c,nvme_temp2_c,nvme_temp_alarm,nic0_temp_c,nic1_temp_c,nic2_temp_c,nic3_temp_c,wifi_temp_c,cpu_big_avg_mhz,cpu_little_avg_mhz,cpu_user,cpu_system,cpu_idle,cpu_iowait,context_switches,procs_running,procs_blocked,cpu_throttle_max,mem_used_kb,mem_available_kb,mem_cached_kb,mem_dirty_kb,mem_anon_kb,mem_file_hugepages_kb,swap_used_kb,net_rx_bytes,net_tx_bytes,load_avg_1m,psi_cpu_avg10,psi_mem_some_avg10,psi_mem_full_avg10,psi_io_some_avg10,nvme_read_ios,nvme_write_ios,nvme_read_sectors,nvme_write_sectors,nvme_io_in_progress,pgmajfault,pgfault
2026-03-28T18:59:42-07:00,43,5.82,5.94,0,0,208,598,208,3003,51,P8,0x0000000000000000,0,0,0,0,0,1,1,53.1,47.5,51.0,47.9,53.1,44.8,48.0,2,5000,42.8,42.8,0,48.0,48.0,48.0,48.0,0.0,3900,2808,3327204,1554536,63201980,123401,211056015,3,0,0,5511420,119931636,28294356,1180,482440,0,255016,36281234258,1109733997,2.73,0.36,0.00,0.00,0.00,10968977,4421354,1111851512,678404954,0,4887730,2455182421
2026-03-28T18:59:43-07:00,44,5.97,6.06,0,0,208,598,208,3003,51,P8,0x0000000000000000,0,0,0,0,0,1,1,61.9,49.9,56.3,50.1,61.9,45.0,49.6,2,5000,42.8,42.8,0,48.0,48.0,48.0,48.0,0.0,3900,2808,3328281,1554713,63203187,123406,211064418,10,0,0,7664620,117778436,28294384,1180,3486224,0,255008,36281267179,1109894649,2.73,0.36,0.00,0.00,0.00,10968977,4421359,1111851512,678406018,0,4887730,2456065580
2026-03-28T18:59:44-07:00,44,7.03,6.87,0,0,988,838,988,3003,50,P0,0x0000000000000000,0,0,0,0,0,1,1,66.9,52.5,61.7,52.3,66.9,45.5,55.0,2,5000,42.8,42.8,0,48.0,48.0,48.0,48.0,0.0,3900,2808,3329406,1554942,63204454,123445,211072589,12,0,0,8435836,117007220,28294384,1188,4275624,0,255008,36281297039,1109919585,2.73,1.92,0.00,0.00,0.00,10968977,4421359,1111851512,678406018,0,4887730,2456596537
