config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
52b0955cbb30,Qwen/Qwen3.5-0.8B,none,32,2048,,,,,,,,,,,,,,,,failed,2026-03-28T22:58:17.971151+00:00
55e7674eb2a7,Qwen/Qwen3.5-0.8B,none,1,1024,0.0004582614791705961,4.065588352168114,3.8543533125353644,6.074022446078079,23.878723404255318,78.06382978723404,2402.7021276595747,44.52,37.2,53.143290118928455,0.0004282614791705961,3e-05,53.85,14.81,2,completed,2026-03-28T22:59:08.240041+00:00
276ff3c22823,Qwen/Qwen3.5-4B,none,8,256,,,,,,,,,,,,,,,,failed,2026-03-28T23:00:25.018963+00:00
a3524b01e2a1,Qwen/Qwen3.5-9B,none,32,2048,,,,,,,,,,,,,,,,failed,2026-03-28T23:02:52.185347+00:00
94654005d3f2,Qwen/Qwen3.5-0.8B,none,16,256,4.895294710750284e-05,4.065588352168114,0.17057652396752554,123.39866384865702,21.924054054054057,51.24324324324324,2399.2432432432433,43.23,36.1,4.083928210938836,1.8952947107502838e-05,3e-05,51.85,8.5,0,completed,2026-03-28T23:03:31.884582+00:00
531b7f251c2e,Qwen/Qwen3.5-0.8B,none,1,128,0.00021034887877176105,4.065588352168114,1.6231399089458494,12.837901320797489,21.29888888888889,57.80555555555556,2400.1944444444443,73.18,61.2,34.08383973728221,0.00018034887877176105,3e-05,52.85,8.36,1,completed,2026-03-28T23:04:10.533844+00:00
