config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
9c8f39673dc4,Qwen/Qwen3.5-0.8B,none,4,1024,0.00012336915542763977,4.065588352168114,0.8403223988487579,22.175361071926687,19.206,38.285714285714285,2400.942857142857,52.39,43.8,24.452577808945097,9.336915542763977e-05,3e-05,45.85,5.3,0,completed,2026-03-28T22:34:32.875980+00:00
bc5328cd28a0,Qwen/Qwen3.5-9B,none,16,2048,,,,,,,,,,,,,,,,failed,2026-03-28T22:38:12.969540+00:00
a489e213e920,Qwen/Qwen3.5-9B,none,2,128,,,,,,,,,,,,,,,,failed,2026-03-28T22:41:07.020890+00:00
8b5579b686f5,Qwen/Qwen3.5-0.8B,none,1,128,,,,,,,,,,,,,,,,failed,2026-03-28T22:42:45.173774+00:00
0c6309f1e359,Qwen/Qwen3.5-4B,none,32,1024,,,,,,,,,,,,,,,,failed,2026-03-28T22:44:31.820399+00:00
