config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
e03b8a54cb75,Qwen/Qwen3.5-0.8B,none,1,2048,0.00047473472704729974,4.065588352168114,4.002612543425697,3.9251198761916286,16.078823529411764,49.73529411764706,2079.5882352941176,30.17,25.2,137.1964464999771,0.0004447347270472997,3e-05,47.85,3.83,13,completed,2026-03-28T22:11:22.239557+00:00
d770df26d35e,Qwen/Qwen3.5-9B,none,16,128,,,,,,,,,,,,,,,,failed,2026-03-28T22:13:38.597622+00:00
90c4008af8d8,Qwen/Qwen3.5-9B,none,8,1024,0.00018678185226883088,1.4594144216708735,1.411036670419478,21.438347803466048,31.13681818181818,82.22727272727273,2397.4545454545455,73.64,61.6,35.29344612500841,0.00015678185226883088,3e-05,48.85,6.74,1,completed,2026-03-28T22:14:01.839175+00:00
bb92d22de56e,Qwen/Qwen3.5-0.8B,none,1,256,0.00021837151894370715,4.065588352168114,1.6953436704933644,11.143335839273043,19.526764705882353,54.55882352941177,2398.0,38.97,32.6,59.189873140610416,0.00018837151894370716,3e-05,48.85,6.64,12,completed,2026-03-28T22:14:37.758228+00:00
d007d7464fee,Qwen/Qwen3.5-9B,none,4,256,,,,,,,,,,,,,,,,failed,2026-03-28T22:17:14.995309+00:00
52b0955cbb30,Qwen/Qwen3.5-0.8B,none,32,2048,7.108875333216219e-05,4.065588352168114,0.36979877998945965,63.89726470204518,24.44333333333333,58.78787878787879,2396.909090909091,51.54,43.1,8.135453731384548,4.1088753332162185e-05,3e-05,49.85,6.81,5,completed,2026-03-28T22:17:50.081969+00:00
2946877a748d,Qwen/Qwen3.5-0.8B,none,32,256,6.246465614995393e-05,4.065588352168114,0.2921819053495853,103.3918891388506,31.375238095238096,87.95238095238095,2402.1428571428573,64.4,53.8,7.933150258461789,3.246465614995393e-05,3e-05,49.85,6.5,3,completed,2026-03-28T22:18:12.128364+00:00
5e1c8f4900b9,Qwen/Qwen3.5-4B,none,32,1024,,,,,,,,,,,,,,,,failed,2026-03-28T22:19:20.084067+00:00
64f1f9860563,Qwen/Qwen3.5-9B,none,32,2048,,,,,,,,,,,,,,,,failed,2026-03-28T22:21:48.177923+00:00
b17fd5c56276,Qwen/Qwen3.5-0.8B,none,4,256,0.00011287222977153973,4.065588352168114,0.7458500679438576,27.608008248555976,21.552258064516128,50.354838709677416,2395.967741935484,14.72,12.3,22.00862401825003,8.287222977153973e-05,3e-05,49.85,4.87,10,completed,2026-03-28T22:22:21.225602+00:00
af2c9c3066d1,Qwen/Qwen3.5-0.8B,none,4,256,9.518735477519855e-05,4.065588352168114,0.586686192976787,41.23188611069269,25.36619047619048,75.0952380952381,2396.5714285714284,20.43,17.1,22.938746627866355,6.518735477519856e-05,3e-05,49.85,4.67,9,completed,2026-03-28T22:22:42.910628+00:00
d4e94d831a4e,Qwen/Qwen3.5-0.8B,none,8,512,8.968801006398819e-05,4.065588352168114,0.5371920905758937,41.4234062820018,23.1359375,57.4375,2397.25,29.83,24.9,14.829792590686052,5.968801006398819e-05,3e-05,48.85,3.96,8,completed,2026-03-28T22:23:16.596400+00:00
904796a010e9,Qwen/Qwen3.5-9B,none,8,128,,,,,,,,,,,,,,,,failed,2026-03-28T22:25:17.893827+00:00
658604c6f6ec,Qwen/Qwen3.5-0.8B,none,16,512,7.260152131421671e-05,4.065588352168114,0.38341369182795043,59.29965862963533,23.606451612903225,54.806451612903224,2398.7741935483873,30.03,25.1,10.474826258678782,4.260152131421671e-05,3e-05,46.85,3.21,6,completed,2026-03-28T22:25:50.588016+00:00
a41bd824e6b4,Qwen/Qwen3.5-0.8B,none,8,128,7.796860735644313e-05,4.065588352168114,0.43171746620798807,49.08332444122425,21.95625,54.9375,2399.40625,40.26,33.7,12.575647244140953,4.7968607356443125e-05,3e-05,45.85,3.55,7,completed,2026-03-28T22:26:23.860387+00:00
7905b401f271,Qwen/Qwen3.5-4B,none,8,2048,,1.5656525444110059,,0.0,16.85709090909091,36.03636363636364,2402.090909090909,21.28,17.8,,,,45.85,3.12,,completed,2026-03-28T22:27:21.143716+00:00
bc8e1bf6176f,Qwen/Qwen3.5-4B,none,2,1024,0.00011404413841486648,1.5656525444110059,0.7563972457337983,28.857889716511963,22.867619047619048,89.38095238095238,2399.3333333333335,24.47,20.5,31.65556441405215,8.404413841486648e-05,3e-05,45.85,3.09,1,completed,2026-03-28T22:27:43.124859+00:00
22105f3d4fbb,Qwen/Qwen3.5-0.8B,none,1,2048,9.287128530435784e-05,4.065588352168114,0.5658415677392206,31.76951642247743,18.670625,56.90625,2400.84375,27.38,22.9,19.20870569531985,6.287128530435784e-05,3e-05,46.85,2.81,9,completed,2026-03-28T22:28:17.043909+00:00
3fc34aac4606,Qwen/Qwen3.5-0.8B,none,8,256,4.077479733585046e-05,4.065588352168114,0.09697317602265412,190.46446902519344,19.155625,54.125,2400.625,37.08,31.0,3.2327274003876028,1.0774797335850458e-05,3e-05,45.85,3.04,1,completed,2026-03-28T22:28:50.978243+00:00
a4c89b7feaa1,Qwen/Qwen3.5-4B,none,1,512,0.005466826680916328,1.5656525444110059,48.931440128246955,0.2638040828201257,13.252727272727272,7.618181818181818,2404.7454545454543,25.61,21.4,70.63065193336418,0.005436826680916328,3e-05,45.85,2.85,3,completed,2026-03-28T22:29:47.919575+00:00
4b9aaa7f90ae,Qwen/Qwen3.5-9B,none,4,128,,,,,,,,,,,,,,,,failed,2026-03-28T22:31:56.010643+00:00
