timestamp,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_clock_mhz,gpu_vid_clock_mhz,thermal_zone0_c,thermal_zone1_c,thermal_zone2_c,thermal_zone3_c,thermal_zone4_c,thermal_zone5_c,thermal_zone6_c,fan_rpm,fan_power_uw,nvme_temp_c,nic0_temp_c,nic1_temp_c,nic2_temp_c,nic3_temp_c,wifi_temp_c,cpu_big_avg_mhz,cpu_little_avg_mhz,mem_used_kb,mem_available_kb,load_avg_1m
2026-03-28T11:35:22-07:00,41,4.26,0,208,598,51.5,43.8,51.5,42.8,42.9,42.7,43.7,2,5000,38.8,45.0,45.0,45.0,45.0,42.0,3900,2808,8018476,117424392,0.63
2026-03-28T11:35:23-07:00,41,4.21,0,208,598,51.9,43.9,51.9,42.9,43.4,42.6,43.5,2,5000,38.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8285240,117157628,0.66
2026-03-28T11:35:24-07:00,41,4.17,0,208,598,49.1,43.8,49.1,42.8,43.2,42.2,43.3,2,5000,38.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8353676,117089192,0.66
2026-03-28T11:35:25-07:00,41,4.09,0,208,598,44.7,43.5,44.7,42.7,42.9,42.6,42.9,2,5000,38.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8383996,117058872,0.66
2026-03-28T11:35:26-07:00,41,4.01,0,208,598,43.2,43.2,42.9,42.5,42.8,42.1,42.8,2,5000,38.8,45.0,45.0,45.0,45.0,42.0,3900,2808,8471528,116971340,0.66
2026-03-28T11:35:27-07:00,41,4.04,0,208,598,43.1,43.1,43.0,42.6,42.8,42.0,42.8,2,5000,38.8,45.0,45.0,45.0,45.0,42.0,3900,2808,8478204,116964664,0.61
2026-03-28T11:35:29-07:00,41,4.14,0,208,598,43.3,43.3,42.9,42.4,42.9,42.0,42.9,2,5000,38.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8475104,116967764,0.61
2026-03-28T11:35:30-07:00,41,4.19,0,208,598,43.3,43.3,42.9,42.7,42.8,42.5,42.9,2,5000,38.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8489488,116953380,0.61
2026-03-28T11:35:31-07:00,41,4.13,0,221,604,43.5,43.5,42.8,42.7,43.0,42.4,43.1,2,5000,39.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8496532,116946336,0.61
2026-03-28T11:35:32-07:00,41,4.23,0,208,598,43.3,43.3,42.9,42.8,43.1,42.6,42.9,2,5000,38.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8496452,116946416,0.56
2026-03-28T11:35:33-07:00,41,4.08,0,214,604,43.2,43.2,42.9,42.8,42.9,42.7,42.8,2,5000,38.8,45.0,45.0,45.0,45.0,43.0,3900,2808,8493872,116948996,0.56
2026-03-28T11:35:34-07:00,41,4.08,0,214,604,43.1,43.1,42.8,42.7,42.8,42.5,42.8,2,5000,38.8,45.0,45.0,45.0,45.0,43.0,3900,2808,8520724,116922144,0.56
2026-03-28T11:35:35-07:00,41,4.12,0,208,598,43.0,43.0,42.8,42.7,42.8,42.7,42.8,2,5000,38.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8557812,116885056,0.56
2026-03-28T11:35:37-07:00,41,4.12,0,208,598,43.5,43.3,43.5,42.7,43.0,42.1,42.9,2,5000,40.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8504772,116938096,0.56
2026-03-28T11:35:38-07:00,41,4.09,0,208,598,43.1,43.1,43.0,42.5,43.0,42.5,42.8,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8493236,116949632,0.51
2026-03-28T11:35:39-07:00,41,4.10,0,208,598,43.1,43.1,42.9,42.3,42.8,42.7,42.9,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8537888,116904980,0.51
2026-03-28T11:35:40-07:00,41,4.03,0,208,598,43.0,43.0,42.8,42.2,42.8,42.5,43.0,2,5000,38.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8534948,116907920,0.51
2026-03-28T11:35:41-07:00,41,3.99,0,221,604,42.9,42.9,42.8,42.2,42.8,42.2,42.8,2,5000,38.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8541396,116901472,0.51
2026-03-28T11:35:42-07:00,41,4.13,0,208,598,43.2,43.2,43.0,42.5,42.9,42.6,42.8,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8517632,116925236,0.55
2026-03-28T11:35:44-07:00,41,4.09,0,227,611,43.0,43.0,42.9,42.5,42.8,42.7,42.9,2,5000,39.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8520340,116922528,0.55
2026-03-28T11:35:45-07:00,41,4.15,0,208,598,43.2,43.2,43.1,42.6,43.2,42.5,43.0,2,5000,39.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8486596,116956272,0.55
2026-03-28T11:35:46-07:00,41,4.11,0,208,598,43.2,43.2,42.9,42.6,43.2,42.5,42.8,2,5000,39.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8506920,116935948,0.55
