timestamp,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_clock_mhz,gpu_vid_clock_mhz,thermal_zone0_c,thermal_zone1_c,thermal_zone2_c,thermal_zone3_c,thermal_zone4_c,thermal_zone5_c,thermal_zone6_c,fan_rpm,fan_power_uw,nvme_temp_c,nic0_temp_c,nic1_temp_c,nic2_temp_c,nic3_temp_c,wifi_temp_c,cpu_big_avg_mhz,cpu_little_avg_mhz,mem_used_kb,mem_available_kb,load_avg_1m
2026-03-28T11:40:58-07:00,40,4.22,0,208,598,45.8,42.7,45.8,41.8,44.8,41.8,41.8,2,5000,40.8,44.0,44.0,44.0,44.0,42.0,3900,2808,7868412,117574456,0.36
2026-03-28T11:40:59-07:00,40,4.25,0,227,611,49.5,42.9,49.5,42.0,42.9,41.8,42.7,2,5000,40.8,44.0,44.0,44.0,44.0,0.0,3900,2808,8143640,117299228,0.36
2026-03-28T11:41:00-07:00,40,4.14,0,227,611,46.8,42.8,46.6,42.0,43.2,41.8,42.7,2,5000,40.8,44.0,44.0,44.0,44.0,0.0,3900,2808,8216096,117226772,0.36
2026-03-28T11:41:01-07:00,40,4.11,0,227,611,43.4,42.8,43.4,41.9,42.5,41.8,42.2,2,5000,40.8,44.0,44.0,44.0,44.0,0.0,3900,2808,8233068,117209800,0.36
2026-03-28T11:41:02-07:00,40,4.14,0,227,611,42.8,42.8,42.4,42.0,42.7,41.8,42.1,2,5000,40.8,44.0,44.0,44.0,44.0,0.0,3900,2808,8259360,117183508,0.33
2026-03-28T11:41:03-07:00,40,4.05,0,208,598,42.9,42.9,42.1,41.9,42.4,41.8,41.9,2,5000,40.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8285140,117157728,0.33
2026-03-28T11:41:04-07:00,40,4.09,0,214,598,42.8,42.8,42.1,41.9,42.4,41.8,42.1,2,5000,40.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8315620,117127248,0.33
2026-03-28T11:41:06-07:00,40,4.12,0,208,598,42.8,42.8,42.0,41.9,42.3,41.8,42.1,2,5000,40.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8304620,117138248,0.33
2026-03-28T11:41:07-07:00,40,4.12,0,208,598,42.8,42.8,41.9,41.9,42.2,41.8,41.9,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8315452,117127416,0.33
2026-03-28T11:41:08-07:00,40,4.01,0,208,598,42.8,42.8,42.0,41.8,42.1,41.8,42.2,2,5000,40.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8367576,117075292,0.30
2026-03-28T11:41:09-07:00,40,4.07,0,208,598,42.8,42.8,41.9,41.9,42.2,41.8,42.0,2,5000,40.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8361256,117081612,0.30
2026-03-28T11:41:10-07:00,40,4.08,0,208,598,42.8,42.8,42.1,42.0,42.1,41.8,41.8,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8375584,117067284,0.30
2026-03-28T11:41:11-07:00,40,4.01,0,208,598,42.8,42.8,42.0,41.8,42.3,41.8,41.9,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8382208,117060660,0.30
2026-03-28T11:41:13-07:00,40,4.07,0,208,598,42.8,42.8,41.9,41.8,42.2,41.8,41.8,2,5000,39.8,44.0,44.0,44.0,44.0,42.0,3900,2808,8386580,117056288,0.28
2026-03-28T11:41:14-07:00,40,4.05,0,208,598,42.8,42.8,42.3,41.9,42.4,41.8,41.8,2,5000,40.8,44.0,44.0,44.0,44.0,43.0,3900,2808,8388788,117054080,0.28
