config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
442c101f3940,Qwen/Qwen3.5-0.8B,none,4,256,5.727355550901081e-05,4.065588352168114,0.24546199958109732,34.45616880929216,8.560875912408758,12.16058394160584,659.1751824817518,10.7,8.9,4.418935628905274,2.7273555509010812e-05,3e-05,39.85,1.2,0,completed,2026-03-28T20:41:04.051520+00:00
d7fd8b68371b,Qwen/Qwen3.5-4B,none,8,256,,,,,,,,,,,,,,,,failed,2026-03-28T20:54:10.529615+00:00
