timestamp,gpu_temp_c,gpu_power_w,gpu_power_instant_w,gpu_util_pct,gpu_mem_util_pct,gpu_clock_mhz,gpu_vid_clock_mhz,gpu_sm_clock_mhz,gpu_max_clock_mhz,gpu_tlimit_c,gpu_pstate,gpu_throttle_reasons,gpu_hw_thermal_throttle,gpu_hw_slowdown,gpu_sw_power_cap,gpu_idle,gpu_power_brake,pcie_gen,pcie_width,thermal_zone0_c,thermal_zone1_c,thermal_zone2_c,thermal_zone3_c,thermal_zone4_c,thermal_zone5_c,thermal_zone6_c,fan_state,fan_power_uw,nvme_temp_c,nvme_temp2_c,nvme_temp_alarm,nic0_temp_c,nic1_temp_c,nic2_temp_c,nic3_temp_c,wifi_temp_c,cpu_big_avg_mhz,cpu_little_avg_mhz,cpu_user,cpu_system,cpu_idle,cpu_iowait,context_switches,procs_running,procs_blocked,cpu_throttle_max,mem_used_kb,mem_available_kb,mem_cached_kb,mem_dirty_kb,mem_anon_kb,mem_file_hugepages_kb,swap_used_kb,net_rx_bytes,net_tx_bytes,load_avg_1m,psi_cpu_avg10,psi_mem_some_avg10,psi_mem_full_avg10,psi_io_some_avg10,nvme_read_ios,nvme_write_ios,nvme_read_sectors,nvme_write_sectors,nvme_io_in_progress,pgmajfault,pgfault
2026-03-28T16:23:10-07:00,57,20.89,21.05,82,0,2398,2067,2398,3003,38,P0,0x0000000000000000,0,0,0,0,0,1,1,85.3,68.9,80.2,67.8,85.3,59.7,71.7,2,5000,48.8,48.8,0,57.0,57.0,57.0,57.0,54.0,3900,2808,4022428,1912806,43876071,187858,299585454,11,0,0,46672340,78770528,28670556,1220,21526048,0,188668,53438882526,1570488875,8.70,0.43,0.00,0.00,0.00,8834539,3370719,1088866208,393812650,0,3432308,4265274759
2026-03-28T16:23:11-07:00,58,21.50,21.63,84,0,2398,2067,2398,3003,37,P0,0x0000000000000000,0,0,0,0,0,1,1,85.5,71.7,80.4,70.4,85.6,60.2,71.7,2,5000,48.8,48.8,0,57.0,57.0,57.0,57.0,0.0,3900,2808,4024636,1913130,43876450,187859,299605209,21,0,0,51488656,73954212,28671656,1224,25323252,0,188640,53438891268,1570518348,9.04,3.07,0.00,0.00,0.00,8834554,3370720,1088868424,393812682,0,3432317,4267014273

Stopped after 2 samples → /home/asus/yhackDGX/yhacktemp/autoresearch-yaledgx/runs/run_20260328_162307/sensor_log.csv
