config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
82dc86fef217,Qwen/Qwen3.5-0.8B,none,8,1024,0.00020314876724564882,4.065588352168114,1.5583389052108394,23.832923882987853,37.23884848484848,83.30909090909091,2345.29696969697,13.58,11.3,38.50794805151381,0.00017314876724564883,3e-05,48.85,1.81,0,completed,2026-03-28T20:41:07.744687+00:00
