config_hash,model_name,quantization,batch_size,sequence_length,sci_per_token,val_bpb,energy_per_token_j,tokens_per_sec,gpu_power_avg_w,gpu_util_avg_pct,gpu_clock_avg_mhz,mem_used_gb,mem_pressure_pct,latency_p50_ms,carbon_operational_g,carbon_embodied_g,nvme_temp_c,system_load_avg,pareto_rank,status,created_at
a2176e181976,Qwen/Qwen3.5-4B,none,1,512,,,,,,,,,,,,,,,,failed,2026-03-28T23:02:57.908053+00:00
c771f90cb4fd,Qwen/Qwen3.5-0.8B,none,32,1024,0.00011141358830852227,4.065588352168114,0.7327222947767005,32.22095876091584,24.242702702702704,62.432432432432435,2400.864864864865,45.6,38.1,11.123261530331895,8.141358830852227e-05,3e-05,51.85,8.7,0,completed,2026-03-28T23:03:37.726365+00:00
54a570924ca0,Qwen/Qwen3.5-0.8B,none,2,2048,0.0002606819981745864,4.065588352168114,2.076137983571278,9.44044361148549,20.205555555555556,57.55555555555556,2399.0833333333335,78.52,65.6,61.33579911223636,0.0002306819981745864,3e-05,52.85,8.17,1,completed,2026-03-28T23:04:15.450630+00:00
241e4a3b4abd,Qwen/Qwen3.5-9B,none,1,512,,,,,,,,,,,,,,,,failed,2026-03-28T23:05:53.177623+00:00
79563ec588d7,Qwen/Qwen3.5-9B,none,32,128,6.12813166446156e-05,1.4594144216708735,0.2815318498015404,104.3024026565924,30.30809523809524,83.95238095238095,2406.6666666666665,50.52,42.2,6.789838102122303,3.12813166446156e-05,3e-05,54.85,13.99,,discarded,2026-03-28T23:06:16.248928+00:00
dd654d620657,Qwen/Qwen3.5-9B,none,4,1024,,,,,,,,,,,,,,,,failed,2026-03-28T23:09:09.758474+00:00
071e10026dc4,Qwen/Qwen3.5-4B,none,8,1024,,,,,,,,,,,,,,,,failed,2026-03-28T23:10:24.490511+00:00
0e33fbc2b84c,Qwen/Qwen3.5-9B,none,16,2048,,,,,,,,,,,,,,,,failed,2026-03-28T23:12:39.546143+00:00
